"hostname"	"firstClassification"	"secondClassification"	"firstDnsStatus"	"secondDnsStatus"	"firstHttpStatus"	"firstHttpsStatus"	"secondHttpStatus"	"secondHttpsStatus"	"firstFinalHostname"	"secondFinalHostname"	"decision"
"ltd.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ltd.ua"	"ltd.ua"	"repeatedly-not-resolved"
"ltd.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ltd.uk"	"ltd.uk"	"repeatedly-not-resolved"
"lu.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lu.it"	"lu.it"	"repeatedly-not-resolved"
"lubin.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lubin.pl"	"lubin.pl"	"repeatedly-not-resolved"
"lucca.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lucca.it"	"lucca.it"	"repeatedly-not-resolved"
"lukow.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lukow.pl"	"lukow.pl"	"repeatedly-not-resolved"
"lutsk.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lutsk.ua"	"lutsk.ua"	"repeatedly-not-resolved"
"lviv.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"lviv.ua"	"lviv.ua"	"repeatedly-not-resolved"
"m.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"m.se"	"m.se"	"repeatedly-not-resolved"
"ma.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ma.leg.br"	"ma.leg.br"	"repeatedly-not-resolved"
"ma.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ma.us"	"ma.us"	"repeatedly-not-resolved"
"maceio.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"maceio.br"	"maceio.br"	"repeatedly-not-resolved"
"macerata.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"macerata.it"	"macerata.it"	"repeatedly-not-resolved"
"mafelo.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mafelo.net"	"mafelo.net"	"repeatedly-not-resolved"
"mail.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mail.pl"	"mail.pl"	"repeatedly-not-resolved"
"mail-box.ne.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mail-box.ne.jp"	"mail-box.ne.jp"	"repeatedly-not-resolved"
"malbork.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"malbork.pl"	"malbork.pl"	"repeatedly-not-resolved"
"malopolska.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"malopolska.pl"	"malopolska.pl"	"repeatedly-not-resolved"
"manaus.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"manaus.br"	"manaus.br"	"repeatedly-not-resolved"
"mantova.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mantova.it"	"mantova.it"	"repeatedly-not-resolved"
"maori.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"maori.nz"	"maori.nz"	"repeatedly-not-resolved"
"marche.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"marche.it"	"marche.it"	"repeatedly-not-resolved"
"mat.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mat.br"	"mat.br"	"repeatedly-not-resolved"
"matera.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"matera.it"	"matera.it"	"repeatedly-not-resolved"
"matrix.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"matrix.jp"	"matrix.jp"	"repeatedly-not-resolved"
"mayfirst.info"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mayfirst.info"	"mayfirst.info"	"repeatedly-not-resolved"
"mazowsze.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mazowsze.pl"	"mazowsze.pl"	"repeatedly-not-resolved"
"mazury.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mazury.pl"	"mazury.pl"	"repeatedly-not-resolved"
"mb.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mb.ca"	"mb.ca"	"repeatedly-not-resolved"
"mb.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mb.it"	"mb.it"	"repeatedly-not-resolved"
"mc.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mc.it"	"mc.it"	"repeatedly-not-resolved"
"mcdir.me"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mcdir.me"	"mcdir.me"	"repeatedly-dns-only"
"mcdir.ru"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mcdir.ru"	"mcdir.ru"	"repeatedly-dns-only"
"md.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"md.us"	"md.us"	"repeatedly-not-resolved"
"me.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.in"	"me.in"	"repeatedly-not-resolved"
"me.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.it"	"me.it"	"repeatedly-not-resolved"
"me.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.ke"	"me.ke"	"repeatedly-not-resolved"
"me.so"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.so"	"me.so"	"repeatedly-not-resolved"
"me.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.uk"	"me.uk"	"repeatedly-not-resolved"
"me.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"me.us"	"me.us"	"repeatedly-not-resolved"
"med.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"med.br"	"med.br"	"repeatedly-not-resolved"
"med.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"med.ec"	"med.ec"	"repeatedly-not-resolved"
"med.ly"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"med.ly"	"med.ly"	"repeatedly-not-resolved"
"med.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"med.pl"	"med.pl"	"repeatedly-not-resolved"
"med.sa"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"med.sa"	"med.sa"	"repeatedly-not-resolved"
"medecin.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"medecin.fr"	"medecin.fr"	"repeatedly-not-resolved"
"media.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"media.pl"	"media.pl"	"repeatedly-not-resolved"
"medusajs.app"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"medusajs.app"	"medusajs.app"	"repeatedly-not-resolved"
"meldal.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"meldal.no"	"meldal.no"	"repeatedly-not-resolved"
"meloy.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"meloy.no"	"meloy.no"	"repeatedly-not-resolved"
"merseine.nu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"merseine.nu"	"merseine.nu"	"repeatedly-not-resolved"
"messina.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"messina.it"	"messina.it"	"repeatedly-not-resolved"
"meteorapp.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"meteorapp.com"	"meteorapp.com"	"repeatedly-not-resolved"
"mg.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mg.leg.br"	"mg.leg.br"	"repeatedly-not-resolved"
"mi.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mi.it"	"mi.it"	"repeatedly-not-resolved"
"mi.th"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mi.th"	"mi.th"	"repeatedly-not-resolved"
"mi.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mi.us"	"mi.us"	"repeatedly-not-resolved"
"miasta.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"miasta.pl"	"miasta.pl"	"repeatedly-not-resolved"
"mie.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mie.jp"	"mie.jp"	"repeatedly-not-resolved"
"mielec.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mielec.pl"	"mielec.pl"	"repeatedly-not-resolved"
"mielno.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mielno.pl"	"mielno.pl"	"repeatedly-not-resolved"
"mil.by"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.by"	"mil.by"	"repeatedly-not-resolved"
"mil.kg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.kg"	"mil.kg"	"repeatedly-not-resolved"
"mil.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.ph"	"mil.ph"	"repeatedly-not-resolved"
"mil.ru"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mil.ru"	"mil.ru"	"inconclusive"
"mil.to"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.to"	"mil.to"	"repeatedly-not-resolved"
"mil.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.tr"	"mil.tr"	"repeatedly-not-resolved"
"mil.ug"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mil.ug"	"mil.ug"	"repeatedly-not-resolved"
"milano.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"milano.it"	"milano.it"	"repeatedly-not-resolved"
"mimoza.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mimoza.jp"	"mimoza.jp"	"repeatedly-not-resolved"
"mincom.tn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mincom.tn"	"mincom.tn"	"repeatedly-not-resolved"
"minisite.ms"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"minisite.ms"	"minisite.ms"	"repeatedly-not-resolved"
"mints.ne.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mints.ne.jp"	"mints.ne.jp"	"repeatedly-not-resolved"
"mircloud.host"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mircloud.host"	"mircloud.host"	"repeatedly-not-resolved"
"mircloud.ru"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mircloud.ru"	"mircloud.ru"	"repeatedly-not-resolved"
"mircloud.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mircloud.us"	"mircloud.us"	"repeatedly-not-resolved"
"mittwaldserver.info"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mittwaldserver.info"	"mittwaldserver.info"	"inconclusive"
"miyagi.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"miyagi.jp"	"miyagi.jp"	"repeatedly-not-resolved"
"miyazaki.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"miyazaki.jp"	"miyazaki.jp"	"repeatedly-not-resolved"
"mk.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mk.ua"	"mk.ua"	"repeatedly-not-resolved"
"mn.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mn.it"	"mn.it"	"repeatedly-not-resolved"
"mn.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mn.us"	"mn.us"	"repeatedly-not-resolved"
"mo.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mo.cn"	"mo.cn"	"repeatedly-not-resolved"
"mo.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mo.it"	"mo.it"	"repeatedly-not-resolved"
"mo.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mo.us"	"mo.us"	"repeatedly-not-resolved"
"mobi.ng"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mobi.ng"	"mobi.ng"	"repeatedly-not-resolved"
"modena.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"modena.it"	"modena.it"	"repeatedly-not-resolved"
"modx.dev"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"modx.dev"	"modx.dev"	"repeatedly-not-resolved"
"mokuren.ne.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mokuren.ne.jp"	"mokuren.ne.jp"	"repeatedly-not-resolved"
"molise.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"molise.it"	"molise.it"	"repeatedly-not-resolved"
"monza.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"monza.it"	"monza.it"	"repeatedly-not-resolved"
"mo-siemens.io"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mo-siemens.io"	"mo-siemens.io"	"repeatedly-not-resolved"
"mp.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mp.br"	"mp.br"	"repeatedly-not-resolved"
"mr.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mr.no"	"mr.no"	"repeatedly-not-resolved"
"mragowo.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mragowo.pl"	"mragowo.pl"	"repeatedly-not-resolved"
"ms.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ms.it"	"ms.it"	"repeatedly-not-resolved"
"ms.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ms.kr"	"ms.kr"	"repeatedly-not-resolved"
"ms.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ms.leg.br"	"ms.leg.br"	"repeatedly-not-resolved"
"ms.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ms.us"	"ms.us"	"repeatedly-not-resolved"
"mt.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mt.it"	"mt.it"	"repeatedly-not-resolved"
"mt.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mt.leg.br"	"mt.leg.br"	"repeatedly-not-resolved"
"mt.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mt.us"	"mt.us"	"repeatedly-not-resolved"
"muni.il"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"muni.il"	"muni.il"	"repeatedly-not-resolved"
"mus.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mus.br"	"mus.br"	"repeatedly-not-resolved"
"museum.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"museum.no"	"museum.no"	"repeatedly-not-resolved"
"musica.ar"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"musica.ar"	"musica.ar"	"repeatedly-not-resolved"
"my.id"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"my.id"	"my.id"	"repeatedly-not-resolved"
"myamaze.net"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myamaze.net"	"myamaze.net"	"repeatedly-not-resolved"
"myasustor.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myasustor.com"	"myasustor.com"	"repeatedly-not-resolved"
"mycloudnas.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mycloudnas.com"	"mycloudnas.com"	"repeatedly-not-resolved"
"mydbserver.com"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mydbserver.com"	"mydbserver.com"	"inconclusive"
"mydns.bz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mydns.bz"	"mydns.bz"	"repeatedly-not-resolved"
"mydns.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mydns.jp"	"mydns.jp"	"repeatedly-not-resolved"
"mydobiss.com"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mydobiss.com"	"mydobiss.com"	"repeatedly-dns-only"
"myds.me"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myds.me"	"myds.me"	"repeatedly-not-resolved"
"myfirewall.org"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myfirewall.org"	"myfirewall.org"	"repeatedly-not-resolved"
"my-firewall.org"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"my-firewall.org"	"my-firewall.org"	"repeatedly-not-resolved"
"my-gateway.de"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"my-gateway.de"	"my-gateway.de"	"repeatedly-not-resolved"
"myhome-server.de"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"myhome-server.de"	"myhome-server.de"	"operational-evidence"
"myiphost.com"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"myiphost.com"	"myiphost.com"	"inconclusive"
"myjino.ru"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"myjino.ru"	"myjino.ru"	"inconclusive"
"mypep.link"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mypep.link"	"mypep.link"	"repeatedly-not-resolved"
"mypi.co"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"mypi.co"	"mypi.co"	"inconclusive"
"myqnapcloud.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myqnapcloud.cn"	"myqnapcloud.cn"	"repeatedly-not-resolved"
"myrdbx.io"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"myrdbx.io"	"myrdbx.io"	"repeatedly-not-resolved"
"my-router.de"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"my-router.de"	"my-router.de"	"repeatedly-not-resolved"
"mysecuritycamera.org"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"mysecuritycamera.org"	"mysecuritycamera.org"	"repeatedly-not-resolved"
"myshopblocks.com"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"myshopblocks.com"	"myshopblocks.com"	"operational-evidence"
"n.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"n.se"	"n.se"	"repeatedly-not-resolved"
"na.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"na.it"	"na.it"	"repeatedly-not-resolved"
"nagano.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nagano.jp"	"nagano.jp"	"repeatedly-not-resolved"
"nagasaki.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nagasaki.jp"	"nagasaki.jp"	"repeatedly-not-resolved"
"naklo.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"naklo.pl"	"naklo.pl"	"repeatedly-not-resolved"
"namdinh.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"namdinh.vn"	"namdinh.vn"	"repeatedly-not-resolved"
"name.my"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"name.my"	"name.my"	"repeatedly-not-resolved"
"name.ng"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"name.ng"	"name.ng"	"repeatedly-not-resolved"
"name.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"name.tr"	"name.tr"	"repeatedly-not-resolved"
"name.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"name.vn"	"name.vn"	"repeatedly-not-resolved"
"napoli.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"napoli.it"	"napoli.it"	"repeatedly-not-resolved"
"nara.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nara.jp"	"nara.jp"	"repeatedly-not-resolved"
"nat.cu"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nat.cu"	"nat.cu"	"repeatedly-not-resolved"
"nat.tn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nat.tn"	"nat.tn"	"repeatedly-not-resolved"
"nb.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nb.ca"	"nb.ca"	"repeatedly-not-resolved"
"nc.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nc.us"	"nc.us"	"repeatedly-not-resolved"
"nd.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nd.us"	"nd.us"	"repeatedly-not-resolved"
"ne.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ne.jp"	"ne.jp"	"repeatedly-not-resolved"
"ne.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ne.ke"	"ne.ke"	"repeatedly-not-resolved"
"ne.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ne.kr"	"ne.kr"	"repeatedly-not-resolved"
"ne.tz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ne.tz"	"ne.tz"	"repeatedly-not-resolved"
"ne.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ne.us"	"ne.us"	"repeatedly-not-resolved"
"net.ai"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.ai"	"net.ai"	"repeatedly-not-resolved"
"net.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.au"	"net.au"	"repeatedly-not-resolved"
"net.ba"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.ba"	"net.ba"	"repeatedly-not-resolved"
"net.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.br"	"net.br"	"repeatedly-not-resolved"
"net.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.cn"	"net.cn"	"repeatedly-not-resolved"
"net.gh"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.gh"	"net.gh"	"repeatedly-not-resolved"
"net.gr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.gr"	"net.gr"	"repeatedly-not-resolved"
"net.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.in"	"net.in"	"repeatedly-not-resolved"
"net.jo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.jo"	"net.jo"	"repeatedly-not-resolved"
"net.kg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.kg"	"net.kg"	"repeatedly-not-resolved"
"net.nf"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.nf"	"net.nf"	"repeatedly-not-resolved"
"net.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.nz"	"net.nz"	"repeatedly-not-resolved"
"net.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.ph"	"net.ph"	"repeatedly-not-resolved"
"net.sy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.sy"	"net.sy"	"repeatedly-not-resolved"
"net.ua"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"net.ua"	"net.ua"	"inconclusive"
"net.uy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.uy"	"net.uy"	"repeatedly-not-resolved"
"net.za"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"net.za"	"net.za"	"repeatedly-not-resolved"
"netgamers.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"netgamers.jp"	"netgamers.jp"	"repeatedly-not-resolved"
"nf.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nf.ca"	"nf.ca"	"repeatedly-not-resolved"
"nghean.vn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nghean.vn"	"nghean.vn"	"repeatedly-not-resolved"
"ngo.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ngo.ph"	"ngo.ph"	"repeatedly-not-resolved"
