"hostname"	"firstClassification"	"secondClassification"	"firstDnsStatus"	"secondDnsStatus"	"firstHttpStatus"	"firstHttpsStatus"	"secondHttpStatus"	"secondHttpsStatus"	"firstFinalHostname"	"secondFinalHostname"	"decision"
"ngo.za"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"ngo.za"	"ngo.za"	"repeatedly-dns-only"
"nh.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nh.us"	"nh.us"	"repeatedly-not-resolved"
"nh-serv.co.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nh-serv.co.uk"	"nh-serv.co.uk"	"repeatedly-not-resolved"
"nic.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nic.in"	"nic.in"	"repeatedly-not-resolved"
"nic.tj"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nic.tj"	"nic.tj"	"repeatedly-not-resolved"
"nieruchomosci.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nieruchomosci.pl"	"nieruchomosci.pl"	"repeatedly-not-resolved"
"niigata.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"niigata.jp"	"niigata.jp"	"repeatedly-not-resolved"
"nikolaev.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nikolaev.ua"	"nikolaev.ua"	"repeatedly-not-resolved"
"nimsite.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nimsite.uk"	"nimsite.uk"	"repeatedly-not-resolved"
"nissedal.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nissedal.no"	"nissedal.no"	"repeatedly-not-resolved"
"niteroi.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"niteroi.br"	"niteroi.br"	"repeatedly-not-resolved"
"nj.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nj.us"	"nj.us"	"repeatedly-not-resolved"
"nl.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nl.ca"	"nl.ca"	"repeatedly-not-resolved"
"nm.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nm.cn"	"nm.cn"	"repeatedly-not-resolved"
"nm.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nm.us"	"nm.us"	"repeatedly-not-resolved"
"no.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"no.it"	"no.it"	"repeatedly-not-resolved"
"noho.st"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"noho.st"	"noho.st"	"repeatedly-not-resolved"
"nohost.me"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nohost.me"	"nohost.me"	"repeatedly-not-resolved"
"nom.co"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nom.co"	"nom.co"	"repeatedly-not-resolved"
"nom.es"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nom.es"	"nom.es"	"repeatedly-not-resolved"
"nom.fr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nom.fr"	"nom.fr"	"repeatedly-not-resolved"
"nom.pe"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nom.pe"	"nom.pe"	"repeatedly-not-resolved"
"nom.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nom.pl"	"nom.pl"	"repeatedly-not-resolved"
"nom.za"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"nom.za"	"nom.za"	"inconclusive"
"nord-fron.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nord-fron.no"	"nord-fron.no"	"repeatedly-not-resolved"
"nordkapp.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nordkapp.no"	"nordkapp.no"	"repeatedly-not-resolved"
"not.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"not.br"	"not.br"	"repeatedly-not-resolved"
"noticias.bo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"noticias.bo"	"noticias.bo"	"repeatedly-not-resolved"
"novara.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"novara.it"	"novara.it"	"repeatedly-not-resolved"
"nowaruda.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nowaruda.pl"	"nowaruda.pl"	"repeatedly-not-resolved"
"now-dns.net"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"now-dns.net"	"now-dns.net"	"inconclusive"
"now-dns.org"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"now-dns.org"	"now-dns.org"	"inconclusive"
"ns.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ns.ca"	"ns.ca"	"repeatedly-not-resolved"
"nsn.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nsn.us"	"nsn.us"	"repeatedly-not-resolved"
"nsw.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nsw.au"	"nsw.au"	"repeatedly-not-resolved"
"nsw.edu.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nsw.edu.au"	"nsw.edu.au"	"repeatedly-not-resolved"
"nt.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nt.ca"	"nt.ca"	"repeatedly-not-resolved"
"nt.edu.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nt.edu.au"	"nt.edu.au"	"repeatedly-not-resolved"
"nt.ro"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nt.ro"	"nt.ro"	"repeatedly-not-resolved"
"ntdll.top"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ntdll.top"	"ntdll.top"	"repeatedly-not-resolved"
"nu.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nu.ca"	"nu.ca"	"repeatedly-not-resolved"
"nu.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nu.it"	"nu.it"	"repeatedly-not-resolved"
"nuoro.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nuoro.it"	"nuoro.it"	"repeatedly-not-resolved"
"nv.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nv.us"	"nv.us"	"repeatedly-not-resolved"
"nx.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nx.cn"	"nx.cn"	"repeatedly-not-resolved"
"ny.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ny.us"	"ny.us"	"repeatedly-not-resolved"
"nyanta.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nyanta.jp"	"nyanta.jp"	"repeatedly-not-resolved"
"nysa.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"nysa.pl"	"nysa.pl"	"repeatedly-not-resolved"
"o.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"o.se"	"o.se"	"repeatedly-not-resolved"
"o0o0.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"o0o0.jp"	"o0o0.jp"	"repeatedly-not-resolved"
"observablehq.cloud"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"observablehq.cloud"	"observablehq.cloud"	"repeatedly-not-resolved"
"od.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"od.ua"	"od.ua"	"repeatedly-not-resolved"
"odda.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"odda.no"	"odda.no"	"repeatedly-not-resolved"
"odesa.ua"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"odesa.ua"	"odesa.ua"	"repeatedly-not-resolved"
"odessa.ua"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"odessa.ua"	"odessa.ua"	"inconclusive"
"odo.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"odo.br"	"odo.br"	"repeatedly-not-resolved"
"of.by"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"of.by"	"of.by"	"operational-evidence"
"off.ai"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"off.ai"	"off.ai"	"repeatedly-not-resolved"
"oh.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"oh.us"	"oh.us"	"repeatedly-not-resolved"
"oita.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"oita.jp"	"oita.jp"	"repeatedly-not-resolved"
"ok.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ok.us"	"ok.us"	"repeatedly-not-resolved"
"okayama.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"okayama.jp"	"okayama.jp"	"repeatedly-not-resolved"
"okinawa.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"okinawa.jp"	"okinawa.jp"	"repeatedly-not-resolved"
"olawa.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"olawa.pl"	"olawa.pl"	"repeatedly-not-resolved"
"olecko.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"olecko.pl"	"olecko.pl"	"repeatedly-not-resolved"
"olkusz.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"olkusz.pl"	"olkusz.pl"	"repeatedly-not-resolved"
"olsztyn.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"olsztyn.pl"	"olsztyn.pl"	"repeatedly-not-resolved"
"olympia.wa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"olympia.wa.us"	"olympia.wa.us"	"repeatedly-not-resolved"
"on.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"on.ca"	"on.ca"	"repeatedly-not-resolved"
"on-aptible.com"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"on-aptible.com"	"on-aptible.com"	"repeatedly-not-resolved"
"ondigitalocean.app"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ondigitalocean.app"	"ondigitalocean.app"	"repeatedly-not-resolved"
"onfabrica.com"	"dns-only"	"dns-only"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"onfabrica.com"	"onfabrica.com"	"repeatedly-dns-only"
"on-fleek.app"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"on-fleek.app"	"on-fleek.app"	"repeatedly-not-resolved"
"ong.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ong.br"	"ong.br"	"repeatedly-not-resolved"
"online.ge"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"online.ge"	"online.ge"	"repeatedly-not-resolved"
"online.th"	"dns-only"	"dns-only"	"resolved"	"resolved"	"301"	"0"	"301"	"0"	"online.th"	"online.th"	"operational-evidence"
"opal.ne.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"opal.ne.jp"	"opal.ne.jp"	"repeatedly-not-resolved"
"opencraft.hosting"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"opencraft.hosting"	"opencraft.hosting"	"inconclusive"
"operaunite.com"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"operaunite.com"	"operaunite.com"	"inconclusive"
"opoczno.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"opoczno.pl"	"opoczno.pl"	"repeatedly-not-resolved"
"opole.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"opole.pl"	"opole.pl"	"repeatedly-not-resolved"
"or.at"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.at"	"or.at"	"repeatedly-not-resolved"
"or.cr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.cr"	"or.cr"	"repeatedly-not-resolved"
"or.id"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.id"	"or.id"	"repeatedly-not-resolved"
"or.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.it"	"or.it"	"repeatedly-not-resolved"
"or.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.jp"	"or.jp"	"repeatedly-not-resolved"
"or.ke"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.ke"	"or.ke"	"repeatedly-not-resolved"
"or.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.kr"	"or.kr"	"repeatedly-not-resolved"
"or.th"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.th"	"or.th"	"repeatedly-not-resolved"
"or.tz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.tz"	"or.tz"	"repeatedly-not-resolved"
"or.ug"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.ug"	"or.ug"	"repeatedly-not-resolved"
"or.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"or.us"	"or.us"	"repeatedly-not-resolved"
"orangecloud.tn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"orangecloud.tn"	"orangecloud.tn"	"repeatedly-not-resolved"
"org.am"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.am"	"org.am"	"repeatedly-not-resolved"
"org.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.au"	"org.au"	"repeatedly-not-resolved"
"org.bj"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.bj"	"org.bj"	"repeatedly-not-resolved"
"org.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.br"	"org.br"	"repeatedly-not-resolved"
"org.bt"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.bt"	"org.bt"	"repeatedly-not-resolved"
"org.cn"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.cn"	"org.cn"	"repeatedly-not-resolved"
"org.ec"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ec"	"org.ec"	"repeatedly-not-resolved"
"org.es"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.es"	"org.es"	"repeatedly-not-resolved"
"org.fm"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.fm"	"org.fm"	"repeatedly-not-resolved"
"org.gr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.gr"	"org.gr"	"repeatedly-not-resolved"
"org.gy"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.gy"	"org.gy"	"repeatedly-not-resolved"
"org.il"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.il"	"org.il"	"repeatedly-not-resolved"
"org.im"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.im"	"org.im"	"repeatedly-not-resolved"
"org.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.in"	"org.in"	"repeatedly-not-resolved"
"org.ir"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ir"	"org.ir"	"repeatedly-not-resolved"
"org.jo"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.jo"	"org.jo"	"repeatedly-not-resolved"
"org.lr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.lr"	"org.lr"	"repeatedly-not-resolved"
"org.ls"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ls"	"org.ls"	"repeatedly-not-resolved"
"org.lv"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.lv"	"org.lv"	"repeatedly-not-resolved"
"org.mk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.mk"	"org.mk"	"repeatedly-not-resolved"
"org.mx"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.mx"	"org.mx"	"repeatedly-not-resolved"
"org.nr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.nr"	"org.nr"	"repeatedly-not-resolved"
"org.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.nz"	"org.nz"	"repeatedly-not-resolved"
"org.pe"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.pe"	"org.pe"	"repeatedly-not-resolved"
"org.ph"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ph"	"org.ph"	"repeatedly-not-resolved"
"org.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.pl"	"org.pl"	"repeatedly-not-resolved"
"org.ro"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ro"	"org.ro"	"repeatedly-not-resolved"
"org.sg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.sg"	"org.sg"	"repeatedly-not-resolved"
"org.sh"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.sh"	"org.sh"	"repeatedly-not-resolved"
"org.tr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.tr"	"org.tr"	"repeatedly-not-resolved"
"org.tw"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.tw"	"org.tw"	"repeatedly-not-resolved"
"org.uk"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.uk"	"org.uk"	"repeatedly-not-resolved"
"org.ve"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.ve"	"org.ve"	"repeatedly-not-resolved"
"org.yt"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.yt"	"org.yt"	"repeatedly-not-resolved"
"org.za"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"org.za"	"org.za"	"repeatedly-not-resolved"
"oristano.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"oristano.it"	"oristano.it"	"repeatedly-not-resolved"
"orkdal.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"orkdal.no"	"orkdal.no"	"repeatedly-not-resolved"
"orland.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"orland.no"	"orland.no"	"repeatedly-not-resolved"
"orsites.com"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"orsites.com"	"orsites.com"	"inconclusive"
"os.hedmark.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"os.hedmark.no"	"os.hedmark.no"	"repeatedly-not-resolved"
"os.hordaland.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"os.hordaland.no"	"os.hordaland.no"	"repeatedly-not-resolved"
"osaka.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"osaka.jp"	"osaka.jp"	"repeatedly-not-resolved"
"oslo.no"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"oslo.no"	"oslo.no"	"repeatedly-not-resolved"
"ostroda.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ostroda.pl"	"ostroda.pl"	"repeatedly-not-resolved"
"ostroleka.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ostroleka.pl"	"ostroleka.pl"	"repeatedly-not-resolved"
"ostrowiec.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ostrowiec.pl"	"ostrowiec.pl"	"repeatedly-not-resolved"
"ostrowwlkp.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ostrowwlkp.pl"	"ostrowwlkp.pl"	"repeatedly-not-resolved"
"ot.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"ot.it"	"ot.it"	"repeatedly-not-resolved"
"ownip.net"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"ownip.net"	"ownip.net"	"inconclusive"
"oxa.cloud"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"oxa.cloud"	"oxa.cloud"	"inconclusive"
"oz.au"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"oz.au"	"oz.au"	"repeatedly-not-resolved"
"p.se"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"p.se"	"p.se"	"repeatedly-not-resolved"
"pa.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pa.it"	"pa.it"	"repeatedly-not-resolved"
"pa.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pa.leg.br"	"pa.leg.br"	"repeatedly-not-resolved"
"pa.us"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pa.us"	"pa.us"	"repeatedly-not-resolved"
"padova.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"padova.it"	"padova.it"	"repeatedly-not-resolved"
"palermo.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"palermo.it"	"palermo.it"	"repeatedly-not-resolved"
"panel.gg"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"panel.gg"	"panel.gg"	"repeatedly-not-resolved"
"pantheonsite.io"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"pantheonsite.io"	"pantheonsite.io"	"inconclusive"
"parliament.nz"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"parliament.nz"	"parliament.nz"	"repeatedly-not-resolved"
"parma.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"parma.it"	"parma.it"	"repeatedly-not-resolved"
"pavia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pavia.it"	"pavia.it"	"repeatedly-not-resolved"
"pb.gov.br"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"pb.gov.br"	"pb.gov.br"	"inconclusive"
"pb.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pb.leg.br"	"pb.leg.br"	"repeatedly-not-resolved"
"pc.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pc.it"	"pc.it"	"repeatedly-not-resolved"
"pc.pl"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pc.pl"	"pc.pl"	"repeatedly-not-resolved"
"pd.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pd.it"	"pd.it"	"repeatedly-not-resolved"
"pe.ca"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pe.ca"	"pe.ca"	"repeatedly-not-resolved"
"pe.gov.br"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"pe.gov.br"	"pe.gov.br"	"inconclusive"
"pe.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pe.it"	"pe.it"	"repeatedly-not-resolved"
"pe.kr"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pe.kr"	"pe.kr"	"repeatedly-not-resolved"
"pe.leg.br"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pe.leg.br"	"pe.leg.br"	"repeatedly-not-resolved"
"perspecta.cloud"	"temporarily-inconclusive"	"temporarily-inconclusive"	"resolved"	"resolved"	"0"	"0"	"0"	"0"	"perspecta.cloud"	"perspecta.cloud"	"inconclusive"
"perugia.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"perugia.it"	"perugia.it"	"repeatedly-not-resolved"
"pescara.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pescara.it"	"pescara.it"	"repeatedly-not-resolved"
"pg.in"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pg.in"	"pg.in"	"repeatedly-not-resolved"
"pg.it"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pg.it"	"pg.it"	"repeatedly-not-resolved"
"pgw.jp"	"not-resolved"	"not-resolved"	"failed"	"failed"	"0"	"0"	"0"	"0"	"pgw.jp"	"pgw.jp"	"repeatedly-not-resolved"
